event_id,date,time,region,lat,lon,vessel_name,mmsi,imo,ship_type,event_type,risk_score,triggered_rules,nearest_infrastructure,distance_km,sources,confidence,notes
NBGM-20260715-0013,2026-07-17,07:35:46+00:00,Other High North,69.781665,19.201403,FDA NIKLAS,259042360,,cargo,cable_proximity,10,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""4.8 km from cable EMODnet cable pcablesnve.31""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}]",EMODnet cable pcablesnve.31,4.8,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0014,2026-07-17,07:35:46+00:00,Other High North,69.781665,19.201403,FDA NIKLAS,259042360,,cargo,loitering,10,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""4.8 km from cable EMODnet cable pcablesnve.31""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}]",EMODnet cable pcablesnve.31,4.8,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0753,2026-07-17,07:35:46+00:00,Other High North,69.564368,18.804752,SELVAAGSUND,257935000,,cargo,cable_proximity,9,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.3 km from cable EMODnet cable pcablesnve.25""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}]",EMODnet cable pcablesnve.25,0.3,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0754,2026-07-17,07:35:46+00:00,Other High North,69.564368,18.804752,SELVAAGSUND,257935000,,cargo,loitering,9,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.3 km from cable EMODnet cable pcablesnve.25""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}]",EMODnet cable pcablesnve.25,0.3,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260716-0550,2026-07-17,07:35:46+00:00,Other High North,69.781665,19.201403,FDA NIKLAS,259042360,,cargo,ais_gap,10,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""4.8 km from cable EMODnet cable pcablesnve.31""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}]",EMODnet cable pcablesnve.31,4.8,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260716-0778,2026-07-17,07:35:46+00:00,Other High North,69.564368,18.804752,SELVAAGSUND,257935000,,cargo,ais_gap,9,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.3 km from cable EMODnet cable pcablesnve.25""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}]",EMODnet cable pcablesnve.25,0.3,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0566,2026-07-17,07:35:45+00:00,Other High North,69.929748,20.959225,EIDSFJORD,257457800,,cargo,cable_proximity,9,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.4 km from cable EMODnet cable pcablesnve.161""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}]",EMODnet cable pcablesnve.161,0.4,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0567,2026-07-17,07:35:45+00:00,Other High North,69.929748,20.959225,EIDSFJORD,257457800,,cargo,loitering,9,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.4 km from cable EMODnet cable pcablesnve.161""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}]",EMODnet cable pcablesnve.161,0.4,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260716-0469,2026-07-17,07:35:45+00:00,Barents Sea North,70.816517,24.517082,KRISTINE,257000520,,cargo,ais_gap,7,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""8.9 km from cable EMODnet cable pcablesnve.431""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",EMODnet cable pcablesnve.431,8.9,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260716-0470,2026-07-17,07:35:45+00:00,Barents Sea North,70.816517,24.517082,KRISTINE,257000520,,cargo,sensitive_area_repeat_presence,7,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""8.9 km from cable EMODnet cable pcablesnve.431""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",EMODnet cable pcablesnve.431,8.9,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260716-0536,2026-07-17,07:35:45+00:00,Other High North,69.929748,20.959225,EIDSFJORD,257457800,,cargo,ais_gap,9,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.4 km from cable EMODnet cable pcablesnve.161""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}]",EMODnet cable pcablesnve.161,0.4,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0263,2026-07-17,07:35:45+00:00,Barents Sea North,70.816517,24.517082,KRISTINE,257000520,,cargo,cable_proximity,7,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""8.9 km from cable EMODnet cable pcablesnve.431""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",EMODnet cable pcablesnve.431,8.9,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0315,2026-07-17,07:35:45+00:00,Other High North,68.999643,16.536392,KVERNSUND,257931800,,cargo,cable_proximity,8,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""4.1 km from cable EMODnet cable pcablesnve.841""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.2 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}]",EMODnet cable pcablesnve.841,4.1,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0316,2026-07-17,07:35:45+00:00,Other High North,68.999643,16.536392,KVERNSUND,257931800,,cargo,loitering,8,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""4.1 km from cable EMODnet cable pcablesnve.841""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.2 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}]",EMODnet cable pcablesnve.841,4.1,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0317,2026-07-17,07:35:45+00:00,Other High North,68.999643,16.536392,KVERNSUND,257931800,,cargo,ais_gap,8,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""4.1 km from cable EMODnet cable pcablesnve.841""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.2 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}]",EMODnet cable pcablesnve.841,4.1,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0385,2026-07-17,07:35:45+00:00,Barents Sea North,70.263458,21.279973,RONJA SILVER,258111000,,cargo,cable_proximity,5,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""6.1 km from cable EMODnet cable pcablesnve.890""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",EMODnet cable pcablesnve.890,6.1,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0386,2026-07-17,07:35:45+00:00,Barents Sea North,70.263458,21.279973,RONJA SILVER,258111000,,cargo,ais_gap,5,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""6.1 km from cable EMODnet cable pcablesnve.890""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",EMODnet cable pcablesnve.890,6.1,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0387,2026-07-17,07:35:45+00:00,Barents Sea North,70.263458,21.279973,RONJA SILVER,258111000,,cargo,sensitive_area_repeat_presence,5,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""6.1 km from cable EMODnet cable pcablesnve.890""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",EMODnet cable pcablesnve.890,6.1,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0393,2026-07-17,07:35:45+00:00,Barents Sea North,70.027648,29.285773,TORE I,257132700,,cargo,ais_gap,6,"[{""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.0 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",EMODnet cable pcablesnve.734,45.8,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0394,2026-07-17,07:35:45+00:00,Barents Sea North,70.027648,29.285773,TORE I,257132700,,cargo,sensitive_area_repeat_presence,6,"[{""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.0 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",EMODnet cable pcablesnve.734,45.8,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-1243,2026-07-17,07:35:44+00:00,Other High North,69.931473,20.65052,PRS.INGRID ALEXANDRA,259016200,,unknown,cable_proximity,7,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.7 km from cable EMODnet cable pcablesnve.905""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""low_speed_near_infra_2h"", ""points"": 2, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 4.0 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",EMODnet cable pcablesnve.905,0.7,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-1244,2026-07-17,07:35:44+00:00,Other High North,69.931473,20.65052,PRS.INGRID ALEXANDRA,259016200,,unknown,loitering,7,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.7 km from cable EMODnet cable pcablesnve.905""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""low_speed_near_infra_2h"", ""points"": 2, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 4.0 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",EMODnet cable pcablesnve.905,0.7,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-1245,2026-07-17,07:35:44+00:00,Other High North,69.931473,20.65052,PRS.INGRID ALEXANDRA,259016200,,unknown,sensitive_area_repeat_presence,7,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.7 km from cable EMODnet cable pcablesnve.905""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""low_speed_near_infra_2h"", ""points"": 2, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 4.0 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",EMODnet cable pcablesnve.905,0.7,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260716-1099,2026-07-17,07:35:44+00:00,Other High North,69.931473,20.65052,PRS.INGRID ALEXANDRA,259016200,,unknown,ais_gap,7,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.7 km from cable EMODnet cable pcablesnve.905""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""low_speed_near_infra_2h"", ""points"": 2, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 4.0 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",EMODnet cable pcablesnve.905,0.7,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260716-1199,2026-07-17,07:35:44+00:00,Other High North,69.491565,18.221445,EIDSVAAG OMEGA,258197000,,cargo,ais_gap,6,"[{""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",EMODnet cable pcablesnve.845,15.4,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260716-1200,2026-07-17,07:35:44+00:00,Other High North,69.491565,18.221445,EIDSVAAG OMEGA,258197000,,cargo,sensitive_area_repeat_presence,6,"[{""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",EMODnet cable pcablesnve.845,15.4,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0105,2026-07-17,07:35:44+00:00,Gulf of Finland,59.538357,22.466917,IDA RAMBOW,218098000,9354478,cargo,pipeline_proximity,5,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""9.7 km from pipeline NORD STREAM 1""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",NORD STREAM 1,9.7,digitraffic,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0106,2026-07-17,07:35:44+00:00,Gulf of Finland,59.538357,22.466917,IDA RAMBOW,218098000,9354478,cargo,ais_gap,5,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""9.7 km from pipeline NORD STREAM 1""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",NORD STREAM 1,9.7,digitraffic,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0107,2026-07-17,07:35:44+00:00,Gulf of Finland,59.538357,22.466917,IDA RAMBOW,218098000,9354478,cargo,sensitive_area_repeat_presence,5,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""9.7 km from pipeline NORD STREAM 1""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",NORD STREAM 1,9.7,digitraffic,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0215,2026-07-17,07:35:44+00:00,Gulf of Finland,59.770177,28.434412,OREA II,636025891,1067615,cargo,ais_gap,8,"[{""rule_id"": ""ais_gap_18h"", ""points"": 4, ""evidence"": ""AIS reporting gap of 19.4 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",NORD STREAM 1,62.5,digitraffic,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0216,2026-07-17,07:35:44+00:00,Gulf of Finland,59.770177,28.434412,OREA II,636025891,1067615,cargo,sensitive_area_repeat_presence,8,"[{""rule_id"": ""ais_gap_18h"", ""points"": 4, ""evidence"": ""AIS reporting gap of 19.4 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",NORD STREAM 1,62.5,digitraffic,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0277,2026-07-17,07:35:44+00:00,Other High North,64.831915,11.181848,FOSNA GARP,257986700,,cargo,cable_proximity,5,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""7.0 km from cable EMODnet cable pcablesnve.7""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}]",EMODnet cable pcablesnve.7,7.0,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0278,2026-07-17,07:35:44+00:00,Other High North,64.831915,11.181848,FOSNA GARP,257986700,,cargo,ais_gap,5,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""7.0 km from cable EMODnet cable pcablesnve.7""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}]",EMODnet cable pcablesnve.7,7.0,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0325,2026-07-17,07:35:44+00:00,Other High North,68.583307,14.91391,HADSEL,257933800,,cargo,cable_proximity,7,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""9.7 km from cable EMODnet cable pcablesnve.118""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.2 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}]",EMODnet cable pcablesnve.118,9.7,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0326,2026-07-17,07:35:44+00:00,Other High North,68.583307,14.91391,HADSEL,257933800,,cargo,loitering,7,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""9.7 km from cable EMODnet cable pcablesnve.118""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.2 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}]",EMODnet cable pcablesnve.118,9.7,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260717-0327,2026-07-17,07:35:44+00:00,Other High North,68.583307,14.91391,HADSEL,257933800,,cargo,ais_gap,7,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""9.7 km from cable EMODnet cable pcablesnve.118""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.2 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 14.0 hours""}]",EMODnet cable pcablesnve.118,9.7,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260716-0264,2026-07-17,07:35:43+00:00,Gulf of Finland,60.012738,26.489028,BH OCEAN,352005615,9218416,cargo,ais_gap,8,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""1.8 km from pipeline NORD STREAM 1""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 15.3 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",NORD STREAM 1,1.8,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260716-0265,2026-07-17,07:35:43+00:00,Gulf of Finland,60.012738,26.489028,BH OCEAN,352005615,9218416,cargo,sensitive_area_repeat_presence,8,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""1.8 km from pipeline NORD STREAM 1""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 15.3 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",NORD STREAM 1,1.8,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260716-0979,2026-07-17,07:35:43+00:00,Barents Sea North,71.020437,25.396565,HALTBAKK BUNKER,259005800,,tanker,ais_gap,8,"[{""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.1 hours""}, {""rule_id"": ""low_speed_near_infra_6h"", ""points"": 4, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 10.1 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}]",EMODnet cable pcablesnve.916,13.7,barentswatch,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260716-1294,2026-07-17,07:35:43+00:00,Gulf of Finland,59.747815,24.147087,SEMA M,636021876,9304150,cargo,ais_gap,7,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""5.9 km from pipeline Balticconnector""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 14.4 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector,5.9,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
